BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASE-MENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6080,4, ,A9,9017 RIDGE BOULEVARD, ,11209,1, -   ,1,"2,000","1,248",1925,1,A9,"879,000",6/15/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6080,14, ,A9,220 90TH STREET, ,11209,1, -   ,1,"2,200","1,448",1925,1,A9,"850,000",1/17/2018
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6080,70, ,A9,223 91ST STREET, ,11209,1, -   ,1,"2,150","1,280",1925,1,A9,"845,000",9/29/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6080,74, ,A9,215 91ST STREET, ,11209,1, -   ,1,"3,185","1,280",1925,1,A9,"1,095,500",7/21/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6084,8, ,A1,9109 COLONIAL ROAD, ,11209,1, -   ,1,"2,425","1,344",1925,1,A1,"1,100,000",6/27/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6085,69, ,A1,223 92ND   STREET, ,11209,1, -   ,1,"2,000","1,590",1925,1,A1,"1,225,000",4/19/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6085,69, ,A1,223 92ND   STREET, ,11209,1, -   ,1,"2,000","1,590",1925,1,A1, -   ,4/19/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6085,69, ,A1,223 92ND   STREET, ,11209,1, -   ,1,"2,000","1,590",1925,1,A1, -   ,4/19/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6086,75, ,A9,333 92ND STREET, ,11209,1, -   ,1,"3,343","1,000",1925,1,A9, -   ,6/3/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6099,45, ,A1,60 92ND   STREET, ,11209,1, -   ,1,"4,440","2,081",1925,1,A1,"3,350,000",3/10/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6104,57, ,A5,29 94TH STREET, ,11209,1, -   ,1,"2,500","1,632",1925,1,A5,"1,200,000",8/17/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6106,10, ,A1,210 93RD STREET, ,11209,1, -   ,1,"2,005","1,897",1925,1,A1, -   ,12/14/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6106,10, ,A1,210 93RD STREET, ,11209,1, -   ,1,"2,005","1,897",1925,1,A1,"940,000",5/30/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6107,58, ,A5,331 94TH STREET, ,11209,1, -   ,1,"1,072","1,088",1925,1,A5, -   ,11/13/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6107,84, ,A5,9316 LAFAYETTE WALK, ,11209,1, -   ,1,953,910,1925,1,A5, -   ,7/18/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6107,90, ,A5,9328 LAFAYETTE WALK, ,11209,1, -   ,1,930,910,1925,1,A5,"730,000",4/10/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6107,96, ,A5,9321 HAMILTON WALK, ,11209,1, -   ,1,923,910,1925,1,A5,"800,000",10/11/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6109,33, ,A5,526 92ND   STREET, ,11209,1, -   ,1,"1,253","1,272",1925,1,A5,"531,989",4/27/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6112,1, ,A3,9422 RIDGE BLVD, ,11209,1, -   ,1,"6,272","3,090",1925,1,A3,"1,600,000",2/8/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6113,10, ,A5,216 94TH   STREET, ,11209,1, -   ,1,"1,900","1,216",1925,1,A5,"1,100,000",9/6/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6114,25, ,A5,356 94TH   STREET, ,11209,1, -   ,1,"1,800","1,456",1925,1,A5,"860,000",6/12/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6114,26, ,A5,358 94TH   STREET, ,11209,1, -   ,1,"1,600","1,456",1925,1,A5,"975,000",12/20/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6115,18, ,A1,9449 RIDGE BOULEVARD, ,11209,1, -   ,1,"2,550","2,604",1930,1,A1,"381,250",8/21/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6118,71, ,A5,9409 WOGAN TERRACE, ,11209,1, -   ,1,966,"1,104",1930,1,A5,"760,000",11/9/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6122,48, ,A5,363 97TH   STREET, ,11209,1, -   ,1,"2,450","3,216",2016,1,A5,"1,550,000",7/12/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6122,49, ,A5,361 97TH   STREET, ,11209,1, -   ,1,"2,450","3,216",2016,1,A5,"1,626,400",10/6/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6123,2, ,A9,451 97TH   STREET, ,11209,1, -   ,1,"1,199",874,1901,1,A9,"384,000",7/6/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6124,33, ,A5,164 MARINE AVENUE, ,11209,1, -   ,1,"2,500","1,488",1925,1,A5,"999,000",3/2/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6125,16, ,A5,224 97TH STREET, ,11209,1, -   ,1,892,"1,615",1986,1,A5,"950,000",2/3/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6126,21, ,A5,9702 BARWELL TERRACE, ,11209,1, -   ,1,650,804,1925,1,A5,"745,000",5/15/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6129,86, ,A1,151 98TH STREET, ,11209,1, -   ,1,"2,634","2,144",1925,1,A1,"1,092,500",8/15/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6129,87, ,A1,155 98TH STREET, ,11209,1, -   ,1,"2,634","1,504",1925,1,A1,"400,000",1/31/2018
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6129,135, ,A1,135 99TH   STREET, ,11209,1, -   ,1,"4,408","3,321",1925,1,A1,"1,700,000",10/26/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6131,10, ,A5,433 99 STREET, ,11209,1, -   ,1,"1,658","1,680",1940,1,A5, -   ,7/12/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6131,36, ,S1,434 MARINE AVENUE, ,11209,1,1,2,"1,892","1,410",1925,1,S1, -   ,3/27/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6131,141, ,A5,450 MARINE AVENUE, ,11209,1, -   ,1,"1,642","1,152",1940,1,A5,"1,060,000",11/8/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6135,5, ,A2,447 100TH STREET, ,11209,1, -   ,1,"3,656","2,042",1910,1,A2,10,12/22/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6137,46, ,A5,341 101ST   STREET, ,11209,1, -   ,1,"1,800","1,440",1925,1,A5,"700,000",9/5/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6137,49, ,A5,333 101ST STREET, ,11209,1, -   ,1,"2,250","2,272",1925,1,A5,"1,080,000",3/3/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6138,22, ,A2,436 100TH   STREET, ,11209,1, -   ,1,"2,074","1,554",1935,1,A2,10,5/23/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6138,131, ,A5,9956 FORT HAMILTON PARKWA, ,11209,1, -   ,1,"1,400","1,780",1940,1,A5, -   ,1/25/2018
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6141,65, ,A5,288 DAHLGREN PLACE, ,11228,1, -   ,1,"2,233","1,788",1935,1,A5,"880,000",7/6/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6141,83, ,A5,286 BATTERY AVENUE, ,11209,1, -   ,1,"1,476","1,584",1955,1,A5,"840,000",2/9/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6142,76, ,A5,242 BATTERY AVENUE, ,11209,1, -   ,1,"2,278","2,430",2008,1,A5, -   ,3/13/2017
3,BAY RIDGE,01 ONE FAMILY DWELLINGS                    ,1,6142,92, ,A5,219 DAHLGREN PLACE, ,11228,1, -   ,1,"2,506","2,268",1930,1,A5,"875,000",2/21/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5763,43, ,B1,883 68TH STREET, ,11220,2, -   ,2,"1,933","2,850",1930,1,B1,"60,000",5/12/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5763,73, ,B1,811 68TH STREET, ,11220,2, -   ,2,"1,933","2,080",1927,1,B1, -   ,3/7/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5770,6, ,B9,802 68TH STREET, ,11220,2, -   ,2,"1,900","2,622",1965,1,B9, -   ,12/29/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5780,64, ,B9,237 61ST STREET, ,11220,2, -   ,2,"1,762","2,660",1910,1,B9,"238,000",8/10/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5780,70, ,B9,223 61ST STREET, ,11220,2, -   ,2,"1,762","2,660",1910,1,B9,"800,000",4/5/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5789,33, ,B9,266 61ST STREET, ,11220,2, -   ,2,"2,000","3,264",1899,1,B9, -   ,4/17/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5789,69, ,B2,209 62ND STREET, ,11220,2, -   ,2,"3,500","2,024",1925,1,B2,"340,000",10/6/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5838,15, ,B1,6663 COLONIAL ROAD, ,11220,2, -   ,2,"1,875","2,076",1930,1,B1,"1,240,000",5/26/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5840,26, ,B1,6640 RIDGE BOULEVARD, ,11220,2, -   ,2,"1,900","1,724",1950,1,B1,"1,100,000",4/28/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5841,10, ,B2,6605 RIDGE BOULEVARD, ,11220,2, -   ,2,"2,500","2,544",1899,1,B2, -   ,10/5/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5848,77, ,B1,119 SENATOR STREET, ,11220,2, -   ,2,"2,408","2,372",1920,1,B1, -   ,6/12/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5850,58, ,B9,347 SENATOR STREET, ,11220,2, -   ,2,"3,000","3,120",1910,1,B9,"1,850,000",6/30/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5850,69, ,B9,323 SENATOR STREET, ,11220,2, -   ,2,"2,000","3,120",1910,1,B9,"1,345,000",8/4/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5851,65, ,B2,431 SENATOR ST, ,11220,2, -   ,2,"4,350","3,672",2006,1,B2, -   ,1/12/2018
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5851,65, ,B2,431 SENATOR STREET, ,11220,2, -   ,2,"4,350","3,672",2006,1,B2,"2,139,900",6/21/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5852,2, ,B1,6745 COLONIAL ROAD, ,11220,2, -   ,2,"1,620","2,024",1930,1,B1, -   ,1/19/2018
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5852,5, ,B1,6737 COLONIAL ROAD, ,11220,2, -   ,2,"1,720","2,024",1930,1,B1, -   ,1/25/2018
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5852,20, ,B1,148 SENATOR STREET, ,11220,2, -   ,2,"2,000","2,348",1915,1,B1,"145,700",11/21/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5853,17, ,B1,228 SENATOR STREET, ,11220,2, -   ,2,"1,820","2,520",1925,1,B1,"10,000",10/12/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5853,61, ,B1,241 68TH   STREET, ,11220,2, -   ,2,"1,700","2,520",1925,1,B1,"1,155,000",7/19/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5854,34, ,B9,370 SENATOR STREET, ,11220,2, -   ,2,"4,520","2,880",1915,1,B9, -   ,7/24/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5854,57, ,B1,351 68TH STREET, ,11220,2, -   ,2,"2,507","2,164",1925,1,B1, -   ,12/4/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5855,38, ,B1,476 SENATOR STREET, ,11220,2, -   ,2,"2,060","2,280",1925,1,B1,"232,000",11/3/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5856,12, ,S2,6727 5TH AVENUE, ,11220,2,1,3,"1,866","3,360",1931,1,S2, -   ,1/14/2018
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5856,57, ,B1,6702 6 AVENUE, ,11220,2, -   ,2,"2,900","2,656",1925,1,B1, -   ,4/11/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5856,69, ,B3,549 SENATOR STREET, ,11220,2, -   ,2,"2,000","1,458",1920,1,B3, -   ,11/21/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5856,110, ,B1,546 SENATOR STREET, ,11220,2, -   ,2,"2,470","2,508",1920,1,B1, -   ,8/28/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5857,15, ,B1,624 67 STREET, ,11220,2, -   ,2,"3,836","2,620",1925,1,B1, -   ,11/20/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5859,153, ,B2,6816 NARROWS AVENUE, ,11220,2, -   ,2,"2,784","2,464",1920,1,B2, -   ,3/3/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5860,89, ,B3,82 68TH STREET, ,11220,2, -   ,2,"2,828","1,254",1925,1,B3,"1,025,000",7/5/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5860,123, ,S2,115 BAY RIDGE AVENUE, ,11220,2,1,3,"1,900","2,584",1931,1,S2,"985,000",6/14/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5860,124, ,S2,113 BAY RIDGE AVENUE, ,11220,2,1,3,"1,900","2,580",1931,1,S2,"800,000",8/8/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5860,137, ,B2,87 BAY RIDGE AVENUE, ,11220,2, -   ,2,"3,625","2,504",1925,1,B2,"1,250,000",2/28/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5861,14, ,B1,130 68TH   STREET, ,11220,2, -   ,2,"2,000","2,072",1925,1,B1, -   ,9/5/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5861,85, ,B1,133 BAY RIDGE AVENUE, ,11220,2, -   ,2,"2,000","1,872",1925,1,B1,"1,020,000",1/22/2018
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5863,21, ,B1,336 68TH STREET, ,11220,2, -   ,2,"2,425","2,336",1920,1,B1,"1,550,000",9/29/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5865,10, ,S2,6801 5TH AVE, ,11220,2,1,3,"1,237","2,498",1920,1,S2, -   ,9/15/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5867,37, ,B1,719 BAY RIDGE AVENUE, ,11220,2, -   ,2,"2,000","2,230",1925,1,B1,"990,000",8/14/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5868,45, ,B1,25 70TH   STREET, ,11209,2, -   ,2,"2,150","2,997",1925,1,B1,"1,120,000",7/21/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5869,74, ,B1,61 70TH ST, ,11209,2, -   ,2,"1,770","1,950",1925,1,B1, -   ,8/31/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5869,76, ,B1,57 70TH   STREET, ,11209,2, -   ,2,"1,473","1,950",1925,1,B1,"500,000",7/1/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5872,29, ,B1,350 BAY RIDGE AVENUE, ,11220,2, -   ,2,"1,985","2,882",1915,1,B1,"985,000",7/19/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5872,47, ,S2,6914 4TH AVENUE, ,11209,2,1,3,"1,393","3,623",1935,1,S2, -   ,7/12/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5872,52, ,S2,6926 4TH AVENUE, ,11209,2,1,3,"1,756","3,255",1935,1,S2,"1,300,000",7/27/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5874,78, ,S2,533 OVINGTON AVENUE, ,11209,2,1,3,"4,888","3,540",1905,1,S2, -   ,4/18/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5875,76, ,S2,625 OVINGTON AVE, ,11209,2,1,3,"5,616","3,454",1960,1,S2, -   ,11/30/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5876,9, ,B1,6903 7 AVENUE, ,11228,2, -   ,2,"3,566","2,880",1925,1,B1, -   ,2/24/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5877,65, ,B1,875 70TH STREET, ,11228,2, -   ,2,"4,000","2,480",1925,1,B1, -   ,3/24/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5877,67, ,B2,871 70TH STREET, ,11228,2, -   ,2,"2,500","2,200",1925,1,B2, -   ,5/10/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5877,76, ,B2,849 70TH STREET, ,11228,2, -   ,2,"3,000","2,320",1925,1,B2,"1,700,000",2/10/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5881,24, ,B1,38 70TH   STREET, ,11209,2, -   ,2,"1,900","2,140",1925,1,B1,"1,200,000",4/25/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5881,34, ,B3,35 MACKAY PLACE, ,11209,2, -   ,2,"1,130","1,296",1925,1,B3,"500,000",4/28/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5886,68, ,B1,225 71ST STREET, ,11209,2, -   ,2,"2,000","2,796",1910,1,B1, -   ,8/4/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5887,20, ,B3,28 71ST ST, ,11209,2, -   ,2,"2,000","1,520",1925,1,B3,"950,000",12/15/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5888,34, ,B1,106 71ST STREET, ,11209,2, -   ,2,"2,880","2,432",1925,1,B1, -   ,11/29/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5890,39, ,S2,7104 3RD AVENUE, ,11209,2,1,3,"2,000","3,300",1931,1,S2, -   ,10/10/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5891,21, ,S2,7001 THIRD AVENUE, ,11209,2,1,3,"4,056","3,900",1914,1,S2,"3,075,000",12/14/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5891,77, ,B1,345 72ND STREET, ,11209,2, -   ,2,"2,000","2,000",1925,1,B1,"1,150,000",12/11/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5893,64, ,B1,557 72ND   STREET, ,11209,2, -   ,2,"2,322","3,120",1910,1,B1,"1,099,000",12/14/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5896,47, ,S2,7006 FORT HAMILTON PARKWA, ,11228,2,1,3,"1,523","3,300",1930,1,S2, -   ,9/19/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5896,62, ,B2,865 71ST   STREET, ,11228,2, -   ,2,"2,500","2,480",1915,1,B2,"1,360,000",10/10/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5896,78, ,B2,831 71ST STREET, ,11228,2, -   ,2,"2,475","2,136",1925,1,B2, -   ,8/17/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5899,27, ,B1,646 71 STREET, ,11209,2, -   ,2,"2,550","2,120",1925,1,B1, -   ,4/19/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5899,72, ,B2,631 72ND STREET, ,11209,2, -   ,2,"2,225","2,088",1925,1,B2,"1,207,500",1/22/2018
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5901,32, ,B1,862 71ST STREET, ,11228,2, -   ,2,"2,000","2,938",1910,1,B1,"1,380,000",12/6/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5901,45, ,S2,7110 FORT HAMILTON PARKWA, ,11228,2,1,3,"1,806","3,240",1930,1,S2, -   ,1/1/2018
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5904,55, ,B1,7208 NARROWS AVE, ,11209,2, -   ,2,"1,992","3,085",1925,1,B1,"1,250,000",9/18/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5904,60, ,B1,7218 NARROWS AVENUE, ,11209,2, -   ,2,"1,992","3,876",1925,1,B1,"1,368,500",10/26/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5904,65, ,B2,7230 NARROWS AVENUE, ,11209,2, -   ,2,"3,603","2,600",1925,1,B2, -   ,2/14/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5905,74, ,B1,69 73RD STREET, ,11209,2, -   ,2,"2,000","2,608",1920,1,B1, -   ,7/5/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5908,32, ,B1,362 72ND STREET, ,11209,2, -   ,2,"2,000","3,120",1910,1,B1, -   ,6/28/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5910,26, ,B1,548 72ND   STREET, ,11209,2, -   ,2,"2,000","2,650",1905,1,B1,"1,200,000",1/10/2018
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5910,51, ,B1,569 73RD STREET, ,11209,2, -   ,2,"2,000","3,000",1901,1,B1,"1,220,000",11/16/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5911,8, ,B1,7205 6 AVENUE, ,11209,2, -   ,2,"2,177","2,640",1910,1,B1, -   ,5/30/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5912,30, ,B2,858 72ND STREET, ,11228,2, -   ,2,"2,000","2,100",1925,1,B2,"950,000",8/16/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5912,50, ,B1,7224 FORT HAMILTON PARKWA, ,11228,2, -   ,2,"1,789","2,680",1925,1,B1, -   ,11/8/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5912,58, ,B2,853 73RD STREET, ,11228,2, -   ,2,"4,000","1,824",1925,1,B2,"1,250,000",11/20/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5915,12, ,B1,72 73RD STREET, ,11209,2, -   ,2,"2,200","3,234",1925,1,B1, -   ,2/1/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5917,46, ,S2,7322 3 AVENUE, ,11209,2,1,3,"1,600","3,300",1926,1,S2, -   ,7/3/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5919,13, ,B1,416 73RD STREET, ,11209,2, -   ,2,"1,802","3,760",1910,1,B1, -   ,1/22/2018
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5920,6, ,S2,7311 5 AVENUE, ,11209,2,1,3,"1,620","3,356",1915,1,S2, -   ,11/9/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5920,58, ,B1,535 74TH   STREET, ,11209,2, -   ,2,"1,910","2,240",1901,1,B1,"1,250,000",12/7/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5920,136, ,B1,7306 6 AVENUE, ,11209,2, -   ,2,"1,920","2,850",1915,1,B1,"1,200,000",4/26/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5920,137, ,B1,7312 6TH AVENUE, ,11209,2, -   ,2,"2,018","2,850",1915,1,B1,"980,000",5/3/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5920,138, ,B1,7316 6 AVENUE, ,11209,2, -   ,2,"1,915","2,850",1915,1,B1,"990,000",8/29/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5926,30, ,B1,76 74TH ST, ,11209,2, -   ,2,"2,942","2,160",1940,1,B1,"1,420,000",10/16/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5929,7, ,S2,7407 3RD AVENUE, ,11209,2,1,3,"1,600","3,300",1920,1,S2,"1,500,000",3/27/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5929,11, ,B1,312 74TH   STREET, ,11209,2, -   ,2,"2,000","2,392",1910,1,B1,"1,250,000",3/6/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5937,28, ,B1,68 BAY RIDGE PARKWAY, ,11209,2, -   ,2,"2,000","1,480",1920,1,B1,"1,325,000",7/31/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5940,16, ,B2,322 BAY RIDGE PARKWAY, ,11209,2, -   ,2,"1,863","2,592",1910,1,B2, -   ,1/25/2018
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5940,19, ,B2,330 BAY RIDGE PARKWAY, ,11209,2, -   ,2,"1,863","2,592",1910,1,B2,"1,100,000",2/8/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5940,24, ,B1,340 BAY RIDGE PARKWAY, ,11209,2, -   ,2,"1,863","2,060",1910,1,B1, -   ,3/1/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5940,53, ,B2,369 76TH   STREET, ,11209,2, -   ,2,"3,751","2,898",1901,1,B2,"1,419,000",12/1/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5941,29, ,S2,454 BAY RIDGE PARKWAY, ,11209,2,1,3,"2,000","2,520",1910,1,S2, -   ,7/8/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5942,4, ,S2,7517 5 AVENUE, ,11209,2,1,3,"2,349","3,300",1930,1,S2,"1,620,000",6/28/2017
3,BAY RIDGE,02 TWO FAMILY DWELLINGS                    ,1,5942,15, ,B1,520 BAY RIDGE PARKWAY, ,11209,2, -   ,2,"2,000","2,048",1901,1,B1,"1,190,000",7/13/2017
